Covington,40956,39.0836712,-84.5085536
Owensboro,58416,37.7719074,-87.1111676
Lexington-Fayette,308428,38.0405837,-84.5037164
Louisville,609893,38.2526647,-85.7584557
Bowling Green,61488,36.9685219,-86.4808043
