Allentown,118577,40.6084305,-75.4901833
Philadelphia,1553165,39.9525839,-75.1652215
Lancaster,59325,40.0378755,-76.3055144
Erie,100671,42.1292241,-80.085059
Harrisburg,49188,40.2731911,-76.8867008
State College,41757,40.7933949,-77.8600012
Wilkes-Barre,41108,41.2459149,-75.8813075
York,43935,39.9625984,-76.727745
Altoona,45796,40.5186809,-78.3947359
Pittsburgh,305841,40.4406248,-79.9958864
Scranton,75806,41.408969,-75.6624122
Bethlehem,75018,40.6259316,-75.3704579
Reading,87893,40.3356483,-75.9268747
