Urbandale,41776,41.6266555,-93.7121656
Council Bluffs,61969,41.2619444,-95.8608333
West Des Moines,61255,41.5772115,-93.711332
Waterloo,68366,42.492786,-92.3425775
Ankeny,51567,41.7317884,-93.6001278
Dubuque,58253,42.5005583,-90.6645718
Ames,61792,42.034722,-93.62
Cedar Rapids,128429,41.9778795,-91.6656232
Iowa City,71591,41.6611277,-91.5301683
Des Moines,207510,41.6005448,-93.6091064
Sioux City,82459,42.4999942,-96.4003069
Davenport,102157,41.5236437,-90.5776367
Cedar Falls,40566,42.5348993,-92.4453161
