Leesburg,47673,39.1156615,-77.5636015
Blacksburg,43609,37.2295733,-80.4139393
Roanoke,98465,37.2709704,-79.9414266
Danville,42907,36.5859718,-79.3950228
Chesapeake,230571,36.7682088,-76.2874927
Norfolk,246139,36.8507689,-76.2858726
Harrisonburg,51395,38.4495688,-78.8689155
Newport News,182020,37.0870821,-76.4730122
Hampton,136699,37.0298687,-76.3452218
Richmond,214114,37.5407246,-77.4360481
Virginia Beach,448479,36.8529263,-75.977985
Portsmouth,96205,36.8354258,-76.2982742
Manassas,41705,38.7509488,-77.4752667
Suffolk,85728,36.7282054,-76.5835621
Alexandria,148892,38.8048355,-77.0469214
Lynchburg,78014,37.4137536,-79.1422464
Charlottesville,44349,38.0293059,-78.4766781
