Roswell,48611,33.3942655,-104.5230242
Santa Fe,69976,35.6869752,-105.937799
Albuquerque,556495,35.0853336,-106.6055534
Clovis,39508,34.4047987,-103.2052272
Las Cruces,101324,32.3199396,-106.7636538
Rio Rancho,91956,35.2327544,-106.6630437
Farmington,45426,36.7280583,-108.2186856
