Tulsa,398121,36.1539816,-95.992775
Oklahoma City,610613,35.4675602,-97.5164276
Lawton,97151,34.6035669,-98.3959291
Broken Arrow,103500,36.060949,-95.7974526
Midwest City,56756,35.4495065,-97.3967019
Stillwater,47186,36.1156071,-97.0583681
Edmond,87004,35.6528323,-97.4780954
Enid,50725,36.3955891,-97.8783911
Norman,118197,35.2225668,-97.4394777
Moore,58414,35.3395079,-97.4867028
Muskogee,38863,35.7478769,-95.3696909
