Henderson,270811,36.0395247,-114.9817213
Reno,233294,39.5296329,-119.8138027
North Las Vegas,226877,36.1988592,-115.1175013
Sparks,93282,39.5349112,-119.7526886
Las Vegas,603488,36.1699412,-115.1398296
Carson City,54080,39.1637984,-119.7674034
