Trenton,84349,40.2170534,-74.7429384
Atlantic City,39551,39.3642834,-74.4229266
Passaic,70868,40.8567662,-74.1284764
Newark,278427,40.735657,-74.1723667
Hackensack,44113,40.8859325,-74.0434736
Camden,76903,39.9259463,-75.1196199
Elizabeth,127558,40.6639916,-74.2107006
New Brunswick,55831,40.4862157,-74.4518188
Union City,68247,40.6975898,-74.2631635
Perth Amboy,51982,40.5067723,-74.2654234
Bayonne,65028,40.6687141,-74.1143091
Jersey City,257342,40.7281575,-74.0776417
Hoboken,52575,40.7439905,-74.0323626
Clifton,85390,40.8584328,-74.1637553
Plainfield,50588,40.6337136,-74.4073736
Sayreville,44412,40.4594021,-74.360846
East Orange,64544,40.767323,-74.2048677
Vineland,61050,39.4863773,-75.0259637
West New York,52122,40.7878788,-74.0143064
Linden,41301,40.6220478,-74.2445902
Kearny,41664,40.7684342,-74.1454214
Paterson,145948,40.9167654,-74.171811
